-23.6158976,-46.6911232,1603554662065
-23.6158976,-46.6911232,1603554663684
-23.6158976,-46.6911232,1603554664591
-23.6158976,-46.6911232,1603555032817
-23.6158976,-46.6911232,1603555035335
-23.6158976,-46.6911232,1603555041442
-23.6158976,-46.6911232,1603555043113
-23.6158976,-46.6911232,1603555119252
-23.6158976,-46.6911232,1603555120397
-23.6158976,-46.6911232,1603555133287
-23.6158976,-46.6911232,1603555133904
-23.6158976,-46.6911232,1603555158825
-23.6158976,-46.6911232,1603555160116
-23.6158976,-46.6911232,1603555178653
-23.6158976,-46.6911232,1603555209645
-23.6158976,-46.6911232,1603555237706
-23.6158976,-46.6911232,1603555257655
-23.6158976,-46.6911232,1603567195722
-23.6158976,-46.6911232,1603567196414
-23.6158976,-46.6911232,1603567201295
-23.6158976,-46.6911232,1603570161154
-23.6158976,-46.6911232,1603571003108
-23.6158976,-46.6911232,1603571003753
-23.6158976,-46.6911232,1603571004159
-23.6158976,-46.6911232,1603571004707
-23.6123701,-46.6938776,1603747246256
-23.6123701,-46.6938776,1603747246663
-23.6123701,-46.6938776,1603747246851
-23.6123701,-46.6938776,1603747247015
-23.6123701,-46.6938776,1603747247180
-23.6123701,-46.6938776,1603747247335
-23.6123701,-46.6938776,1603747247480
-23.6123701,-46.6938776,1603747247631
-23.6191744,-46.6976768,1603749696003
-23.6191744,-46.6976768,1603749720471
-23.6191744,-46.6976768,1603749812417
-23.6191744,-46.6976768,1603749815782
-23.6191744,-46.6976768,1603749819262
-23.6191744,-46.6976768,1603749822459
-23.6191744,-46.6976768,1603749841119
-23.6191744,-46.6976768,1603749844214
-23.6191744,-46.6976768,1603749846391
-23.6191744,-46.6976768,1603749846846
-23.6191744,-46.6976768,1603804831155
-23.6191744,-46.6976768,1603804873288
-23.6191744,-46.6976768,1603804900021
-23.6191744,-46.6976768,1603805005326
-23.6191744,-46.6976768,1603805055348
-23.6191744,-46.6976768,1603805103642
-23.6191744,-46.6976768,1603805544435
-23.6191744,-46.6976768,1603805545117
-23.6191744,-46.6976768,1603805546108
-23.6191744,-46.6976768,1603805547024
-23.6191744,-46.6976768,1603805547788
-23.6191744,-46.6976768,1603805548889
-23.6191744,-46.6976768,1603805620736
-23.6191744,-46.6976768,1603806084975
-23.6191744,-46.6976768,1603806585932
-23.6191744,-46.6976768,1603806981987
-23.6191744,-46.6976768,1603807026423
